Entry	Entry.name	Protein.names	Organism	Length	Gene.name	Gene.ontology..cellular.component.	Gene.ontology..biological.process.	Gene.ontology..molecular.function.
O95817	BAG3_HUMAN	BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis) (Docking protein CAIR-1)	Homo sapiens (Human)	575	BAG3	aggresome [GO:0016235]; chaperone complex [GO:0101031]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuron projection [GO:0043005]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]; Z disc [GO:0030018]	aggresome assembly [GO:0070842]; autophagosome assembly [GO:0000045]; brain development [GO:0007420]; cellular response to heat [GO:0034605]; cellular response to mechanical stimulus [GO:0071260]; cellular response to unfolded protein [GO:0034620]; chaperone-mediated autophagy [GO:0061684]; chaperone-mediated protein transport [GO:0072321]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; muscle cell cellular homeostasis [GO:0046716]; negative regulation of apoptotic process [GO:0043066]; negative regulation of protein targeting to mitochondrion [GO:1903215]; negative regulation of striated muscle cell apoptotic process [GO:0010664]; negative regulation of transcription from RNA polymerase II promoter in response to stress [GO:0097201]; positive regulation of aggrephagy [GO:1905337]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein import into nucleus [GO:0042307]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; protein transport along microtubule [GO:0098840]; regulation of cellular response to heat [GO:1900034]; spinal cord development [GO:0021510]	adenyl-nucleotide exchange factor activity [GO:0000774]; cadherin binding [GO:0045296]; chaperone binding [GO:0051087]; dynein intermediate chain binding [GO:0045505]; protein-containing complex binding [GO:0044877]; protein transporter activity [GO:0008565]
P17861	XBP1_HUMAN	X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	Homo sapiens (Human)	261	XBP1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	adipose tissue development [GO:0060612]; angiogenesis [GO:0001525]; ATF6-mediated unfolded protein response [GO:0036500]; autophagy [GO:0006914]; cellular response to amino acid stimulus [GO:0071230]; cellular response to fluid shear stress [GO:0071498]; cellular response to fructose stimulus [GO:0071332]; cellular response to glucose starvation [GO:0042149]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; cellular response to interleukin-4 [GO:0071353]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nutrient [GO:0031670]; cellular response to oxidative stress [GO:0034599]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular triglyceride homeostasis [GO:0035356]; cholesterol homeostasis [GO:0042632]; endoplasmic reticulum unfolded protein response [GO:0030968]; endothelial cell proliferation [GO:0001935]; epithelial cell maturation involved in salivary gland development [GO:0060691]; exocrine pancreas development [GO:0031017]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; immune response [GO:0006955]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; liver development [GO:0001889]; muscle organ development [GO:0007517]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuron development [GO:0048666]; organelle organization [GO:0006996]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of ER-associated ubiquitin-dependent protein catabolic process [GO:1903071]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of histone methylation [GO:0031062]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of immunoglobulin secretion [GO:0051024]; positive regulation of interleukin-6 secretion [GO:2000778]; positive regulation of lactation [GO:1903489]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phospholipid biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:1900413]; positive regulation of plasma cell differentiation [GO:1900100]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response [GO:0006990]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular smooth muscle cell proliferation [GO:1904707]; positive regulation of vascular wound healing [GO:0035470]; protein destabilization [GO:0031648]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; response to insulin-like growth factor stimulus [GO:1990418]; sterol homeostasis [GO:0055092]; transcription by RNA polymerase II [GO:0006366]; ubiquitin-dependent protein catabolic process [GO:0006511]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enhancer sequence-specific DNA binding [GO:0001158]; estrogen receptor binding [GO:0030331]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region DNA binding [GO:0044212]; ubiquitin protein ligase binding [GO:0031625]
P35611	ADDA_HUMAN	Alpha-adducin (Erythrocyte adducin subunit alpha)	Homo sapiens (Human)	737	ADD1	cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; F-actin capping protein complex [GO:0008290]; focal adhesion [GO:0005925]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]	actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; barbed-end actin filament capping [GO:0051016]; cell morphogenesis [GO:0000902]; cellular response to calcium ion [GO:0071277]; cell volume homeostasis [GO:0006884]; erythrocyte differentiation [GO:0030218]; hemoglobin metabolic process [GO:0020027]; homeostasis of number of cells within a tissue [GO:0048873]; in utero embryonic development [GO:0001701]; IRE1-mediated unfolded protein response [GO:0036498]; multicellular organism growth [GO:0035264]; positive regulation of adherens junction organization [GO:1903393]; positive regulation of establishment of endothelial barrier [GO:1903142]; positive regulation of protein binding [GO:0032092]; transmembrane transport [GO:0055085]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; spectrin binding [GO:0030507]; structural molecule activity [GO:0005198]; transcription factor binding [GO:0008134]
Q06210	GFPT1_HUMAN	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)	Homo sapiens (Human)	699	GFPT1	cytosol [GO:0005829]; extracellular exosome [GO:0070062]	circadian regulation of gene expression [GO:0032922]; energy reserve metabolic process [GO:0006112]; fructose 6-phosphate metabolic process [GO:0006002]; glutamine metabolic process [GO:0006541]; IRE1-mediated unfolded protein response [GO:0036498]; protein N-linked glycosylation [GO:0006487]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]
Q7Z4Q2	HEAT3_HUMAN	HEAT repeat-containing protein 3	Homo sapiens (Human)	680	HEATR3	cell [GO:0005623]	protein import into nucleus [GO:0006606]; ribosomal large subunit biogenesis [GO:0042273]	unfolded protein binding [GO:0051082]
Q9Y230	RUVB2_HUMAN	RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta)	Homo sapiens (Human)	463	RUVBL2	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Ino80 complex [GO:0031011]; intracellular [GO:0005622]; membrane [GO:0016020]; MLL1 complex [GO:0071339]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear euchromatin [GO:0005719]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; R2TP complex [GO:0097255]; ribonucleoprotein complex [GO:1990904]; Swr1 complex [GO:0000812]	box C/D snoRNP assembly [GO:0000492]; cellular response to estradiol stimulus [GO:0071392]; cellular response to UV [GO:0034644]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; establishment of protein localization to chromatin [GO:0071169]; histone acetylation [GO:0016573]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of estrogen receptor binding [GO:0071899]; positive regulation of histone acetylation [GO:0035066]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein folding [GO:0006457]; regulation of growth [GO:0040008]; regulation of transcription by RNA polymerase II [GO:0006357]; transcriptional activation by promoter-enhancer looping [GO:0071733]	ADP binding [GO:0043531]; ATPase binding [GO:0051117]; ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; ATP-dependent DNA helicase activity [GO:0004003]; beta-catenin binding [GO:0008013]; chromatin DNA binding [GO:0031490]; DNA helicase activity [GO:0003678]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; TBP-class protein binding [GO:0017025]; TFIID-class transcription factor complex binding [GO:0001094]; transcription corepressor activity [GO:0003714]; unfolded protein binding [GO:0051082]
Q9Y5M8	SRPRB_HUMAN	Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1)	Homo sapiens (Human)	271	SRPRB	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]	IRE1-mediated unfolded protein response [GO:0036498]	GTP binding [GO:0005525]
P55061	BI1_HUMAN	Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6)	Homo sapiens (Human)	237	TMBIM6	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; nucleus [GO:0005634]	autophagy [GO:0006914]; cellular response to unfolded protein [GO:0034620]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of calcium ion transport into cytosol [GO:0010523]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoribonuclease activity [GO:0060702]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of immunoglobulin secretion [GO:0051025]; negative regulation of protein binding [GO:0032091]; negative regulation of RNA splicing [GO:0033119]; negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990441]; response to L-glutamate [GO:1902065]	endoribonuclease inhibitor activity [GO:0060698]; enzyme binding [GO:0019899]; ubiquitin protein ligase binding [GO:0031625]
Q8TCJ2	STT3B_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog)	Homo sapiens (Human)	826	STT3B	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; oligosaccharyltransferase complex [GO:0008250]; oligosaccharyltransferase I complex [GO:0034998]; protein-containing complex [GO:0032991]	co-translational protein modification [GO:0043686]; glycoprotein catabolic process [GO:0006516]; post-translational protein modification [GO:0043687]; protein N-linked glycosylation via asparagine [GO:0018279]; response to unfolded protein [GO:0006986]; ubiquitin-dependent ERAD pathway [GO:0030433]	dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]; metal ion binding [GO:0046872]
P49257	LMAN1_HUMAN	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1)	Homo sapiens (Human)	510	LMAN1	collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; host cell perinuclear region of cytoplasm [GO:0044220]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; sarcomere [GO:0030017]	blood coagulation [GO:0007596]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; negative regulation of protein targeting to mitochondrion [GO:1903215]; positive regulation of organelle organization [GO:0010638]; protein folding [GO:0006457]; protein transport [GO:0015031]	mannose binding [GO:0005537]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]
P68371	TBB4B_HUMAN	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	Homo sapiens (Human)	445	TUBB4B	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561]; microtubule [GO:0005874]; nucleus [GO:0005634]	ciliary basal body-plasma membrane docking [GO:0097711]; G2/M transition of mitotic cell cycle [GO:0000086]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; natural killer cell mediated cytotoxicity [GO:0042267]; neutrophil degranulation [GO:0043312]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]	double-stranded RNA binding [GO:0003725]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; MHC class I protein binding [GO:0042288]; structural constituent of cytoskeleton [GO:0005200]; unfolded protein binding [GO:0051082]
Q96EY1	DNJA3_HUMAN	DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)	Homo sapiens (Human)	480	DNAJA3	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; nucleus [GO:0005634]; postsynaptic membrane [GO:0045211]	activation-induced cell death of T cells [GO:0006924]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; cell aging [GO:0007569]; mitochondrial DNA replication [GO:0006264]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of interferon-gamma-mediated signaling pathway [GO:0060336]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of programmed cell death [GO:0043069]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuromuscular junction development [GO:0007528]; positive regulation of apoptotic process [GO:0043065]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of T cell proliferation [GO:0042102]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to heat [GO:0009408]; response to interferon-gamma [GO:0034341]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; small GTPase mediated signal transduction [GO:0007264]; T cell differentiation in thymus [GO:0033077]	ATP binding [GO:0005524]; GTPase regulator activity [GO:0030695]; Hsp70 protein binding [GO:0030544]; IkappaB kinase complex binding [GO:0106137]; interferon-gamma receptor binding [GO:0005133]; metal ion binding [GO:0046872]; NF-kappaB binding [GO:0051059]; protein-containing complex binding [GO:0044877]; protein kinase binding [GO:0019901]; transcription factor binding [GO:0008134]; unfolded protein binding [GO:0051082]
O43447	PPIH_HUMAN	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)	Homo sapiens (Human)	177	PPIH	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U4/U6 snRNP [GO:0071001]; U4/U6 x U5 tri-snRNP complex [GO:0046540]	angiogenesis [GO:0001525]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of viral genome replication [GO:0045070]; protein-containing complex assembly [GO:0065003]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; protein refolding [GO:0042026]	cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; ribonucleoprotein complex binding [GO:0043021]; unfolded protein binding [GO:0051082]
O43681	ASNA_HUMAN	ATPase ASNA1 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)	Homo sapiens (Human)	348	ASNA1	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; GET complex [GO:0043529]; nucleolus [GO:0005730]; nucleus [GO:0005634]	IRE1-mediated unfolded protein response [GO:0036498]; posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]	arsenite transmembrane transporter activity [GO:0015105]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; transporter activity [GO:0005215]
O94979	SC31A_HUMAN	Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein)	Homo sapiens (Human)	1220	SEC31A	COPII-coated ER to Golgi transport vesicle [GO:0030134]; COPII vesicle coat [GO:0030127]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; vesicle coat [GO:0030120]	antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; COPII-coated vesicle budding [GO:0090114]; COPII-coated vesicle cargo loading [GO:0090110]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; IRE1-mediated unfolded protein response [GO:0036498]; response to calcium ion [GO:0051592]	calcium-dependent protein binding [GO:0048306]; structural molecule activity [GO:0005198]
P17066	HSP76_HUMAN	Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B')	Homo sapiens (Human)	643	HSPA6	blood microparticle [GO:0072562]; centriole [GO:0005814]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; secretory granule lumen [GO:0034774]	cellular response to heat [GO:0034605]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; neutrophil degranulation [GO:0043312]; protein refolding [GO:0042026]; response to unfolded protein [GO:0006986]	ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; enzyme binding [GO:0019899]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]
P27797	CALR_HUMAN	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	Homo sapiens (Human)	417	CALR	acrosomal vesicle [GO:0001669]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle lumen [GO:0071682]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum quality control compartment [GO:0044322]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; intracellular [GO:0005622]; membrane [GO:0016020]; MHC class I peptide loading complex [GO:0042824]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle membrane [GO:0030670]; polysome [GO:0005844]; sarcoplasmic reticulum lumen [GO:0033018]; smooth endoplasmic reticulum [GO:0005790]	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent [GO:0002479]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; ATF6-mediated unfolded protein response [GO:0036500]; cardiac muscle cell differentiation [GO:0055007]; cellular calcium ion homeostasis [GO:0006874]; cellular response to lithium ion [GO:0071285]; cellular senescence [GO:0090398]; cortical actin cytoskeleton organization [GO:0030866]; glucocorticoid receptor signaling pathway [GO:0042921]; negative regulation of cell cycle arrest [GO:0071157]; negative regulation of intracellular steroid hormone receptor signaling pathway [GO:0033144]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of trophoblast cell migration [GO:1901164]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of phagocytosis [GO:0050766]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein export from nucleus [GO:0006611]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein localization to nucleus [GO:0034504]; protein maturation by protein folding [GO:0022417]; protein stabilization [GO:0050821]; receptor-mediated endocytosis [GO:0006898]; regulation of apoptotic process [GO:0042981]; regulation of meiotic nuclear division [GO:0040020]; regulation of transcription, DNA-templated [GO:0006355]; response to drug [GO:0042493]; response to estradiol [GO:0032355]; response to testosterone [GO:0033574]; sequestering of calcium ion [GO:0051208]; spermatogenesis [GO:0007283]; vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane [GO:1990668]	androgen receptor binding [GO:0050681]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; chaperone binding [GO:0051087]; complement component C1q binding [GO:0001849]; DNA binding [GO:0003677]; hormone binding [GO:0042562]; integrin binding [GO:0005178]; iron ion binding [GO:0005506]; mRNA binding [GO:0003729]; peptide binding [GO:0042277]; protein folding chaperone [GO:0044183]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]
P57088	TMM33_HUMAN	Transmembrane protein 33 (Protein DB83) (SHINC-3)	Homo sapiens (Human)	247	TMEM33	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; melanosome [GO:0042470]; nuclear envelope [GO:0005635]	positive regulation of IRE1-mediated unfolded protein response [GO:1903896]; positive regulation of PERK-mediated unfolded protein response [GO:1903899]; regulation of endoplasmic reticulum tubular network organization [GO:1903371]; response to endoplasmic reticulum stress [GO:0034976]	
P61604	CH10_HUMAN	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF)	Homo sapiens (Human)	102	HSPE1	extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; chaperone cofactor-dependent protein refolding [GO:0051085]; osteoblast differentiation [GO:0001649]; protein folding [GO:0006457]; response to unfolded protein [GO:0006986]	ATP binding [GO:0005524]; chaperone binding [GO:0051087]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]
Q58FF8	H90B2_HUMAN	Putative heat shock protein HSP 90-beta 2 (Heat shock protein 90-beta b) (Heat shock protein 90Bb)	Homo sapiens (Human)	381	HSP90AB2P	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]	negative regulation of proteasomal protein catabolic process [GO:1901799]; protein folding [GO:0006457]; regulation of cellular protein localization [GO:1903827]	ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; unfolded protein binding [GO:0051082]
